Crop,Ble.tendre,Ble.tendre,Ble.dur,Ble.dur,Triticale,Triticale,Mais.grain,Mais.grain,Mais.ensilage,Mais.ensilage,Orge,Orge,Avoin,Avoin,Sorgho,Sorgho,Seigle,Seigle,Betterave,Betterave,Pomme.de.terre,Pomme.de.terre,Tournesol,Tournesol,Colza,Colza,Soja,Soja,Pois,Pois,Orge.d.hiver.et.escourgeon,Orge.d.hiver.et.escourgeon,Orge.de.printemps,Orge.de.printemps,Pois.proteagineux,Pois.proteagineux
46,434942.19999999995,441575.4112297273,42802.2,43454.967272748065,167032.8,42395.04545020749,412396.1,418685.4654412374,569098.7999999999,577778.005078248,344787.3,350045.5779740098,34122.4,246557.3919605051,28250.0,16558.088335465312,1351.4,681.6306141196518,0.0,0.0,3216.672,1750.6116256603386,77837.90000000001,55925.12997919635,33146.967,20095.6681984959,751.0999999999999,292.3004272379039,467.94,467.94,6705.0,6705.0,1094.0,1094.0,151.0,151.0
47,3542579.042,2820539.1413166174,6019.8,4792.858909172582,104549.4,20810.09847663743,4081232.4999999953,3249405.553013334,662272.4,527289.6396290753,297307.64,236711.1151764303,14586.000000000002,143523.10102388397,217242.5,126866.66253427872,2143.6,1088.5440669325649,0.0,0.0,184565.226,101779.24146203537,886533.0,615442.3453484646,169769.6,78398.78791770953,153742.4,62039.59298699191,1449,1449,3775.0,3775.0,1038.0,1038.0,106.0,106.0
48,45457.2,25198.364926228543,189.6,105.10128186542357,228541.5,31671.947006127022,0.0,0.0,17340.0,9612.110904780826,113249.785,62777.94079368997,19359.600000000002,143604.26279061136,0.0,0.0,74373.6,33682.79925889986,0.0,0.0,302.781,149.81765557929455,0.0,0.0,0.0,0.0,0.0,0.0,194.22,194.22,2269.0,2269.0,1131.0,1131.0,0.0,0.0
49,5450458.08,7520607.168789586,207280.19999999998,286007.69608490216,500380.19999999995,172607.64434869148,2335795.299999997,3222958.257850688,5452967.6,7524069.834463774,588447.762,811947.2514786113,41106.0,616720.9968463503,40228.0,24619.681733546087,13886.800000000001,8494.683876438774,7551.83,4423.342708280599,9767.48,5957.113280558434,298872.0,213366.80017801854,232372.14,155597.16402255924,0.0,0.0,477.96,477.96,8828.0,8828.0,1007.0,1007.0,2950.0,2950.0
50,2658079.149,3484261.7557480806,1611.6,2112.516569597306,128660.4,42162.63757306671,664009.7,870396.8066662548,10408624.0,13643826.425110565,402757.63499999995,527942.5275932762,18564.0,134680.5006418399,0.0,0.0,0.0,0.0,23460.0,17358.15003274303,103162.56999999999,70010.93154464255,0.0,0.0,31484.704,23993.82150802714,0.0,0.0,333.3,333.3,5075.0,5075.0,1719.0,1719.0,165.0,165.0
51,13795650.112000002,13377951.224124966,3128.4,3033.6796214589685,7233.299999999999,1753.5732967250972,1689581.799999998,1638425.3533588916,376393.6,364997.31299308856,6679564.154999999,6477323.122762848,35315.8,244672.2466706725,0.0,0.0,0.0,0.0,43041435.66,34631271.70298121,3995519.52,3117740.7963172565,131299.5,102723.12266057526,2582222.46,2003960.9927013186,0.0,0.0,217.71,217.71,33683.0,33683.0,61211.0,61211.0,14701.0,14701.0
52,4205521.6,4078188.5869855243,0.0,0.0,125018.09999999999,30308.21364623448,506574.99999999994,491237.13535371976,1537364.4,1490816.7277319056,2772018.074,2688088.0774228806,45393.4,314491.11055166536,0.0,0.0,0.0,0.0,35846.82,28842.461782973463,0.0,0.0,47650.4,37279.638414658664,1439515.74,1117151.3825883046,0.0,0.0,175.23,175.23,33132.0,33132.0,14651.0,14651.0,1324.0,1324.0
53,5663381.478,7814401.416887323,7015.2,9679.65676207764,433792.8,149638.12185898452,444288.3,613034.3037129347,9299673.2,12831800.173265506,605290.112,835186.5272037194,60686.600000000006,910492.3964193967,169.5,103.73461404584026,1537.8,940.6864695385219,39818.45,23322.909872512442,16511.229000000003,10070.075552163049,36383.4,25974.362394593405,339582.048,227385.27786408726,0.0,0.0,364.16,364.16,7721.0,7721.0,617.0,617.0,2615.0,2615.0
54,4647659.39,4690535.608528033,0.0,0.0,106550.09999999999,26883.265112841014,294694.49999999965,297413.1557190904,1830063.5999999999,1846946.5512340402,2236004.892,2256632.787965316,8353.800000000001,342862.2050368968,0.0,0.0,466.0,349.75614876349226,0.0,0.0,9509.856,6496.387870866233,14784.633,10966.00427746138,1201240.68,737594.1556351822,0.0,0.0,1660.68,1660.68,27772.0,27772.0,8718.0,8718.0,1060.0,1060.0
55,5805867.72,5859428.7992914785,0.0,0.0,57763.799999999996,14574.172612931621,631324.6,637148.7814298967,2218132.8,2238595.8199152783,3224725.476,3254474.6513589737,22895.600000000002,939696.4138048283,0.0,0.0,0.0,0.0,0.0,0.0,1189.2869999999998,812.4276163360297,19892.152,14754.33471496465,1624293.957,997360.2706467983,0.0,0.0,1304.82,1304.82,32912.0,32912.0,20200.0,20200.0,697.0,697.0
56,3827800.4669999997,4515105.567077527,0.0,0.0,845321.3999999999,249276.01321008138,3214064.199999996,3791169.1812238246,6955883.199999999,8204854.780446697,930532.8370000015,1097615.7270757635,92378.0,1689696.1984215833,0.0,0.0,3728.0,2330.441938349246,0.0,0.0,609977.095,368897.7652145899,0.0,0.0,190561.744,129783.25990065721,0.0,0.0,613.86,613.86,11855.0,11855.0,1468.0,1468.0,1681.0,1681.0
57,5001053.319,5047189.715190554,0.0,0.0,225001.8,56769.37928980293,183952.79999999978,185649.8263502125,1973985.5999999999,1992196.2800121575,2172357.532,2192398.2596969255,21879.0,897972.4417633011,0.0,0.0,0.0,0.0,0.0,0.0,16935.295000000002,11568.86550411926,2043.6,1515.7715677771696,1314024.303,806846.3401151166,0.0,0.0,1858.38,1858.38,29083.0,29083.0,5279.0,5279.0,431.0,431.0
58,2906614.6,3987613.748793617,11565.6,15866.962745266417,389674.8,133649.69250123564,495826.8,680229.7644484215,381942.39999999997,523990.61282057513,1493822.6600000025,2049390.303508233,98389.20000000001,1544308.3822690067,1243.0,711.2319722658157,3681.4,2099.142812088411,0.0,0.0,0.0,0.0,42020.1,30333.371945031715,813875.1,565570.9174885025,0.0,0.0,596.64,596.64,21511.0,21511.0,3143.0,3143.0,1701.0,1701.0
59,9934515.435,7129586.602422603,0.0,0.0,40886.10000000008,7335.5613741947855,1331543.4000000013,955593.0580910359,3441065.1999999997,2469508.7051301817,1339663.466,961420.4901528374,12066.599999999973,82021.76111555935,0.0,0.0,0.0,0.0,16233543.270000039,12256467.96014396,11157209.576,7708867.540492354,0.0,0.0,278995.51999999996,211241.66697012683,0.0,0.0,621.670000000001,621.670000000001,12138.0,12138.0,4324.0,4324.0,1495.0,1495.0
60,12730574.303999986,7015282.185271972,426.59999999999997,235.08125468437842,13389.3,2753.0888484314896,1174989.6999999986,647487.2314046437,1169987.5999999999,923793.3638916464,2042060.690000003,3248786.6372438744,27580.800000000003,116554.31368420384,0.0,0.0,13933.4,11491.387185736532,24582268.79999997,20158270.28405563,2244750.048,1794035.6868659083,6536.7,5224.682108209325,1415509.392,1162850.461566555,0.0,0.0,114.8,114.8,19962.0,19962.0,7375.0,7375.0,11422.0,11422.0
61,5978801.767999999,7837129.437352733,14409.6,18888.383445811207,254909.69999999998,83535.14597311344,507103.5999999994,664721.2444170036,5527645.2,7245744.648706263,1199991.7720000017,1572972.5128632644,116467.00000000001,844959.8075982099,0.0,0.0,10951.0,8098.039081175461,421083.0,311561.0353894942,5866.9890000000005,3981.612374063294,23396.100000000002,17836.05750971846,724230.765,551920.8218070576,0.0,0.0,260.58,260.58,14169.0,14169.0,640.0,640.0,3676.0,3676.0
62,14642886.299999984,10508587.627482742,0.0,0.0,36884.70000000007,6617.651979982499,635905.8000000006,456363.02059687034,4247490.8,3048246.660818969,3127561.500000008,2244520.199756758,91626.5999999998,622824.581657709,0.0,0.0,652.3999999999986,530.3998429784657,26515640.50000003,20019541.810784556,9269364.308,6404495.779002616,0.0,0.0,451420.68,341793.50603188254,0.0,0.0,614.180000000001,614.180000000001,30272.0,30272.0,9281.0,9281.0,2689.0,2689.0
63,2656938.6000000043,7989432.115166495,2701.7999999999997,8124.330644583509,468061.19999999995,351865.7886131959,1590028.7999999998,4781227.220967629,533262.7999999999,1603524.8011164432,279321.694,839922.1993712257,30453.800000000003,2891317.6977570015,2486.0,1412.1824766063503,21529.2,13072.36842710733,2592091.81,1634752.7200686624,52859.074,32389.163838747078,166180.0,110543.5233849959,32546.800000000003,22380.282152717977,0.0,0.0,2901.96,2901.96,4356.0,4356.0,575.0,575.0,477.0,477.0
64,180599.568,143790.200418871,1564.2,1245.3885354542929,147436.19999999998,29346.527488643755,8345801.1,6644780.085105376,1956414.4,1557662.744123315,34010.42,27078.498372321574,4817.8,47406.11518667682,13729.5,8017.841091243102,0.0,0.0,0.0,0.0,4681.96,2581.8858063522275,25669.8,17820.29762752883,20965.097999999998,9681.581813092545,15203.3,6134.979966874032,1759.5,1759.5,378.0,378.0,4.0,4.0,0.0,0.0
65,277725.0,281960.5250623555,379.2,384.98309876188756,115630.2,29348.412913012187,3320048.5,3370681.8554054755,483670.39999999997,491046.75467141776,54543.39000000001,55375.21967082844,2386.8,17246.24244283326,1525.5,894.136770115127,0.0,0.0,0.0,0.0,1263.423,687.5935724645417,29735.2,21364.205932552126,18319.42,11106.324928880817,16627.8,6470.926699542561,439.58,439.58,846.0,846.0,80.0,80.0,0.0,0.0
66,1586.0,879.1700054776467,9006.0,4992.310888607619,10362.599999999999,1436.0793030836498,0.0,0.0,37801.2,20954.401772422203,259.20000000000005,143.6827650818449,795.6,5901.545046189506,0.0,0.0,6803.6,3081.2585788216666,0.0,0.0,15155.568,7499.055973566959,0.0,0.0,0.0,0.0,0.0,0.0,186.75,186.75,12.0,12.0,0.0,0.0,0.0,0.0
67,2181668.328,1800785.9539470929,0.0,0.0,71614.8,14778.016928557881,6420551.8,5299632.097895004,868156.0,716590.6524701094,209696.049,173086.66711203288,13436.800000000001,279932.1894867415,0.0,0.0,1677.6000000000001,1004.1182703071564,4020916.380000005,2500625.0642619645,244943.67799999999,150640.25154635345,6984.5,5375.130046630173,48597.042,29608.428484944237,4247.599999999999,2718.370146483708,5807.2,5807.2,3053.0,3053.0,266.0,266.0,0.0,0.0
68,1176003.203,970692.9429096945,0.0,0.0,17082.899999999998,3525.128679949695,5401675.3,4458634.194382891,495692.8,409153.2247392582,85304.568,70411.83386603423,4154.8,86557.97964392665,40397.5,25451.119048970297,1957.2,1171.471315358349,420740.75,261660.46880248128,131849.315,81087.26928569429,0.0,0.0,5973.968,3639.7236749377735,34498.799999999996,22078.469726318897,4811.68,4811.68,1103.0,1103.0,49.0,49.0,56.0,56.0
69,588548.729,494376.2297552998,1801.2,1512.993608104871,102753.9,21578.113744704566,573266.7,481539.4475013173,768624.3999999999,645638.3545599831,275639.7,231535.1455917967,4243.200000000001,48183.749784016276,18701.5,11176.893842207764,12302.4,6690.854402016571,0.0,0.0,55723.994000000006,30331.234377864843,32587.2,22161.874164694564,49786.0,31266.294735389307,3677.7999999999997,1622.265149101179,254.93,254.93,2858.0,2858.0,101.0,101.0,306.0,306.0
70,2634058.172,4277266.432503218,0.0,0.0,159594.3,64788.55986032919,1114465.0,1809703.2880182336,1229868.4,1997098.955381932,920832.1950000015,1495276.2545297972,41592.200000000004,692185.660198893,0.0,0.0,14446.0,9127.3235987518,0.0,0.0,6227.518,3927.382791586485,55837.1,43984.31504050132,653670.45,425434.6313106934,10023.3,6386.689470623138,4134.96,4134.96,12769.0,12769.0,1298.0,1298.0,142.0,142.0
71,2619030.0,3593073.5490363757,4787.40000000001,6567.88211996685,554655.6,190234.39643540804,2038193.4999999998,2796218.1237587477,1010344.0,1386101.0762868724,716759.064,983328.9553347884,41548.0,652133.8182088347,8588.0,4913.966353836545,14492.6,8263.71410834805,0.0,0.0,2799.24,1712.4311493078662,104156.4,75188.17950589125,349814.1,243089.73390071123,54493.6,34910.87212087356,1066.72,1066.72,8629.0,8629.0,477.0,477.0,197.0,197.0
72,5968614.096,8235565.0294472445,43987.2,60694.064021676015,300105.0,103522.1159975236,3257585.5999999996,4494855.525300312,4055016.8,5595160.621002741,931993.491,1285975.7522765563,22011.600000000002,330244.1466983682,15424.5,9439.849878171464,23160.2,14167.308344261983,231089.7400000003,135356.47867966586,23854.145,14548.465313045588,240675.1,171819.62836774485,521800.73000000004,349399.5182593797,958.3,462.92344022558166,421.06,421.06,12536.0,12536.0,699.0,699.0,3330.0,3330.0
73,65028.375,54623.31541219553,0.0,0.0,33447.6,7023.9291869931985,377949.0,317474.14012304455,62308.399999999994,52338.55814525958,21208.468,17814.94366072435,0.0,0.0,3842.0,2296.159460030598,0.0,0.0,0.0,0.0,13367.845000000001,7276.2774294672545,1081.0,735.1655242559909,493.2,309.7364030750413,6449.099999999999,2844.676212156293,248.04,248.04,226.0,226.0,4.0,4.0,22.0,22.0
74,245430.62699999998,206159.7656474411,4787.4,4021.377747857684,40629.6,8532.134840642046,261040.3,219271.76624349208,253626.4,213044.14948181727,136288.548,114481.29135126245,1458.6000000000001,16563.163988255594,0.0,0.0,326.2,177.40901823528787,0.0,0.0,28967.396,15767.299045226811,3703.7,2518.8090214495032,7059.900000000001,4433.7145824604295,1243.1999999999998,548.3713180060324,241.15,241.15,1750.0,1750.0,302.0,302.0,48.0,48.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
76,9301950.5,7705600.356158474,0.0,0.0,31652.1,6555.0346949589575,369843.8,306373.21892897657,4498227.2,3726265.917497812,2166233.3909999975,1794476.2003637792,31426.2,139386.05940686935,0.0,0.0,0.0,0.0,7513278.0,5892765.898425931,3725608.395,2921104.3541007284,0.0,0.0,991992.737,778119.0418514035,0.0,0.0,239.72,239.72,25502.0,25502.0,1383.0,1383.0,2126.0,2126.0
77,10957426.506,6053515.997199479,76219.2,42107.893330710394,15492.599999999999,3044.515750812267,2090701.0999999975,1155024.1790152448,78261.2,59567.58552697464,2734532.1869999957,3224729.4057656764,64311.00000000001,153720.24287532043,0.0,0.0,10951.0,8376.130328703135,21629800.5,16953052.69083184,650831.616,394179.808994234,88317.59999999999,70457.84176895322,1351908.9000000001,1028291.5951708964,0.0,0.0,88.1499999999999,88.1499999999999,18732.0,18732.0,20975.0,20975.0,5880.0,5880.0
78,2724476.322,1505158.2586647742,69014.4,38127.54520492185,16569.899999999998,3256.2204884515304,487104.89999999997,269104.91280499334,8670.0,6599.067820565876,621461.1499999991,732865.4072799743,10563.800000000001,25250.266699107622,0.0,0.0,2330.0,1782.1553890857735,646141.0,506433.81656279153,161487.69,97805.92281355929,7068.0,5638.6951821942785,462822.59899999993,352033.03166866495,0.0,0.0,75.85,75.85,6709.0,6709.0,2241.0,2241.0,1591.0,1591.0
79,6725685.368,6237252.146425578,382233.6,354475.0031542028,487042.19999999995,112918.04630808879,2233158.8,2070982.176014447,3256914.4,3020390.5209091203,947118.823,878337.0895973818,41945.8,500314.6523253838,51867.0,33969.14397683254,5126.0,3216.223440081796,0.0,0.0,2214.06,1388.5872695558671,760051.0,587709.1901124426,646175.259,467592.4593543759,0.0,0.0,391.65,391.65,14793.0,14793.0,1371.0,1371.0,4050.0,4050.0
80,16237566.813,8947837.738915758,0.0,0.0,7797.599999999999,1603.3314366344307,908046.6999999989,500386.21084859135,2844569.1999999997,2246001.709839121,2967068.735999996,4720414.681358391,45349.200000000004,191642.18884614288,0.0,0.0,0.0,0.0,30809477.160000037,25264786.295954928,13724440.264,10968764.935683107,0.0,0.0,1069802.2820000001,878849.7515024991,0.0,0.0,131.6,131.6,27900.0,27900.0,10687.0,10687.0,14001.0,14001.0
81,1877950.8,1906591.0292889387,707113.2,717897.2334162297,463700.69999999995,117693.12525320191,842852.699999999,855706.8677368753,619731.6,629182.9951705236,895850.863,909513.2944785102,18829.2,136053.69038235128,197354.5,115674.80511156068,4194.0,2115.405354164436,0.0,0.0,12834.6,6984.983228224756,570948.7,410216.3632234835,146603.7,88879.90602192453,29577.8,11510.58923812711,666.46,666.46,17465.0,17465.0,1092.0,1092.0,624.0,624.0
82,2090996.5999999999,2122885.9455922227,81670.2,82915.73489584152,127942.2,32473.354838088904,1703589.7,1729570.7851393307,368648.39999999997,374270.57854855433,355936.63300000003,361364.9470865314,14762.800000000001,106671.20325752423,178709.5,104746.4668101536,745.6,376.07206296256646,0.0,0.0,12778.202,6954.289705707074,601047.0,431841.44996982225,138159.0,83760.22526091135,44159.5,17185.249256573316,397.04,397.04,7160.0,7160.0,1012.0,1012.0,838.0,838.0
83,7111.085,4704.054788904227,207138.0,137023.88606858783,4770.9,788.9996741841476,30218.3,19989.711672346006,0.0,0.0,16589.3,10973.99006052788,972.4000000000001,9357.920313382872,3842.0,2053.631126892116,0.0,0.0,0.0,0.0,14406.33,7437.88085531215,4651.2,3149.870164090776,1140.48,635.0948125713643,0.0,0.0,36.63,36.63,231.0,231.0,56.0,56.0,64.0,64.0
84,57574.087999999996,38085.84264893381,515475.0,340991.9361546665,12363.3,2044.612058907307,50921.799999999996,33685.286724827965,0.0,0.0,42032.523,27804.939908308945,0.0,0.0,31018.5,16580.051303878994,8947.2,4007.409807666251,0.0,0.0,51746.975,26716.57769000269,58238.6,39440.150614554754,5381.88,2996.9872947193935,0.0,0.0,27.75,27.75,829.0,829.0,83.0,83.0,130.0,130.0
85,4573234.05,6310202.9730650885,1179027.5999999999,1626836.366891346,596619.0,205805.50582071784,3592718.0,4957275.214240229,6904210.0,9526511.434214855,472337.152,651736.4447681168,11536.2,173079.7636310725,23899.5,14626.580580463478,5172.6,3164.127215720483,0.0,0.0,58832.17999999999,35881.30825987912,435535.1,310931.5380905984,171382.68000000002,114758.41712601943,0.0,0.0,364.16,364.16,5613.0,5613.0,1249.0,1249.0,1747.0,1747.0
86,8375519.88,7767272.254142722,646062.0,599143.6375237828,306979.2,71171.43344297486,3641877.7999999956,3377397.080325276,1229984.0,1140660.0107358927,1391250.266,1290214.78600687,67626.0,806618.9863623152,30566.5,20018.852822948156,2190.2000000000003,1374.204560762222,0.0,0.0,2642.6820000000002,1657.40521155002,924861.6,715148.9332980259,1359080.415,983472.7418900075,1424.5,753.807823310281,447.6,447.6,21701.0,21701.0,2064.0,2064.0,1564.0,1564.0
87,525187.3979999999,2376151.527837404,0.0,0.0,560606.4,634100.2083009944,284827.3,1288669.2000648547,1623024.0,7343190.206016282,262803.656,1189025.6908366552,46940.4,8422258.122615905,0.0,0.0,9506.4,5240.167727455708,0.0,0.0,18700.8,11177.192553241108,24616.8,16999.320455342364,14137.668,9406.261036840911,0.0,0.0,2705.67,2705.67,4532.0,4532.0,277.0,277.0,9.0,9.0
88,1619442.812,1634382.7157395817,0.0,0.0,244803.59999999998,61765.4988533834,25549.0,25784.698104196206,1866824.4,1884046.4819580892,630116.4,635929.4353791906,27359.800000000003,1122919.0736393605,0.0,0.0,8341.4,6260.63506286651,0.0,0.0,8728.128,5962.372603178004,0.0,0.0,267212.69,164075.79408279422,0.0,0.0,1304.82,1304.82,9224.0,9224.0,1493.0,1493.0,30.0,30.0
89,8622004.799999999,11828614.940090286,1896.0,2601.1414336502326,85824.9,29436.010473218434,718631.6999999991,985898.04346229,618344.4,848312.8898236249,4355522.828,5975385.492152023,116599.6,1830137.2472711767,1638.5,937.5330543503933,10112.2,5765.99987624285,440888.28000000055,251694.04799746277,4314.986000000001,2639.686641812547,179471.2,129556.25196087528,2393757.6,1663448.9519056128,0.0,0.0,795.52,795.52,59509.0,59509.0,12249.0,12249.0,6535.0,6535.0
90,183846.42799999999,298535.60698811314,0.0,0.0,14723.099999999999,5976.958109905007,196198.69999999998,318593.61442028504,92248.79999999999,149796.5002720915,40208.79,65292.29672554516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.786,174.55502711546666,0.0,0.0,7843.0,5104.535187983131,0.0,0.0,1263.46,1263.46,554.0,554.0,0.0,0.0,0.0,0.0
91,2420634.4359999998,1337298.431677744,128975.4,71253.46875178046,12414.599999999999,2439.6450718429423,228090.9,126010.60214362953,0.0,0.0,817298.3289999999,963808.7155598195,4729.400000000001,11304.512706295041,0.0,0.0,3914.4,2994.0210536641,2715428.0,2128304.1404917315,152101.096,92120.87964868265,10303.3,8219.746472934678,432314.256,328827.7160667847,0.0,0.0,63.55,63.55,4329.0,4329.0,7993.0,7993.0,4284.0,4284.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,10.25,0.0,0.0,0.0,0.0,0.0,0.0
93,26649.0,14722.448534884925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2208.285714285713,1679.670604828445,0.0,0.0,28.7,28.7,0.0,0.0,0.0,0.0,0.0,0.0
94,31935.2,17642.85108076315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4256.768,5019.843982228601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.1999999999998,667.5535957267394,0.0,0.0,0.0,0.0,0.0,0.0,28.7,28.7,0.0,0.0,0.0,0.0,0.0,0.0
95,1890085.5,1044192.5213059492,0.0,0.0,0.0,0.0,479263.99999999994,264773.1462577616,0.0,0.0,231068.465,272490.2187558848,2961.4,7078.52664786699,113.0,77.93214989945139,0.0,0.0,4218068.4,3306046.94383255,36094.176,21860.63960587351,1131.6000000000001,902.7656293394235,197106.05599999998,149923.19433808295,0.0,0.0,71.75,71.75,2430.0,2430.0,724.0,724.0,1413.0,1413.0
